order_id,client_id,product_id,unitary_price,mount,total,order_date,state
195,97,33,144.054431311151,1,128.63,2023-06-20,canceled
234,56,41,49.59,5,247.95000000000002,2024-03-05,complete
1,114,8,100.75,2,201.5,2023-03-18,canceled
157,76,31,122.5,1,122.5,2022-01-11,canceled
52,28,44,468.07,4,1872.28,2021-09-04,complete
266,190,36,19.79,1,19.79,2025-05-24,complete
260,151,20,,1,139.97,2023-01-07,canceled
361,49,42,22.81,5,114.05,2025-09-15,pending
404,126,34,19.49,5,97.44999999999999,2022-06-05,
212,152,37,607.72,4,2430.88,2023-02-22,complete
13,135,13,38.87,4,155.48,2022-02-11,pending
259,149,48,18.869243035832383,1,16.41,2024-03-10,canceled
9,167,27,32.158684634429605,3,115.5,2024-06-09,complete
305,127,13,38.87,1,38.87,2022-03-22,complete
246,145,5,32.47,3,97.41,2021-10-21,canceled
